name,label,gender,region,format,augmentation,original_name
eidi S,PERSON,female,christian,firstname_initial_char_drop,char_drop,Heidi S
khomdramhmar,PERSON,female,northeast,lower_no_spaces,no_spaces,khomdram hmar
MAZHRA NARAYAN AZMI,PERSON,male,muslim,three_part_upper_typo_swap,typo_swap,MAZHAR NARAYAN AZMI
Salian Hanmeh,PERSON,male,kannada,lastname_firstname_char_drop,char_drop,Salian Hanumesh
anamika juneja,PERSON,female,punjabi,lower,original,anamika juneja
Jaya omen,PERSON,female,malayalam,firstname_lastname_char_drop,char_drop,Jaya Oommen
KrishnakumarKhadeeja,PERSON,female,malayalam,lastname_firstname_no_spaces,no_spaces,Krishnakumar Khadeeja
Harprit,PERSON,male,punjabi,firstname_only_phonetic_sub,phonetic_sub,Harpreet
Ri K,PERSON,female,bengali,firstname_initial_abbreviated,abbreviated,Rituparna K
KAILAM MEKA,PERSON,male,telugu,upper_char_drop,char_drop,KAILASAM MEKA
Raima/Thakur,PERSON,female,bengali,firstname_lastname_space_replaced,space_replaced,Raima Thakur
MewatiRida,PERSON,female,muslim,lastname_firstname_no_spaces,no_spaces,Mewati Rida
Sarabjit L,PERSON,female,punjabi,firstname_initial,original,Sarabjit L
Garasiya Kali,PERSON,female,rajasthani,lastname_firstname,original,Garasiya Kali
BASAPPAXXX,PERSON,male,kannada,upper_partial_masked,partial_masked,BASAPPA PAIL
Ramesh Modi,PERSON,male,gujarati,firstname_lastname,original,Ramesh Modi
S Se...,PERSON,male,tamil,initial_lastname_partial_masked,partial_masked,S Selvaraj
Mngesh T,PERSON,male,marathi,firstname_initial_char_drop,char_drop,Mangesh T
Laaxmidhar N,PERSON,male,odia,firstname_initial_char_repeat,char_repeat,Laxmidhar N
dara toor,PERSON,male,punjabi,lower,original,dara toor
DHARANI RAJA,PERSON,female,tamil,upper,original,DHARANI RAJA
ajith n***,PERSON,male,kannada,lower_partial_masked,partial_masked,ajith naik
kanaram chaturvedi,PERSON,male,rajasthani,lower,original,kanaram chaturvedi
Ladu Pokhriyal,PERSON,female,rajasthani,firstname_lastname,original,Ladu Pokhriyal
Radhika Shukla,PERSON,female,hindi,firstname_lastname,original,Radhika Shukla
KSHIK KUMRI LAMBA,PERSON,female,hindi,three_part_upper_vowel_drop,vowel_drop,KOSHIKA KUMARI LAMBA
Digambar,PERSON,male,marathi,firstname_only,original,Digambar
JAMES_BASKI,PERSON,male,christian,upper_space_replaced,space_replaced,JAMES BASKI
Santlal Gill,PERSON,male,jain,firstname_lastname,original,Santlal Gill
mahalaks...,PERSON,female,telugu,lower_partial_masked,partial_masked,mahalakshmi samudrala
D D Diwan,PERSON,male,marathi,initials_lastname,original,D D Diwan
sipli saha,PERSON,female,assamese,lower_typo_swap,typo_swap,silpi saha
Cyra Havewala RMY,PERSON,female,parsi,firstname_lastname_suffix_noise,suffix_noise,Cyra Havewala
UMAMAHESHWARA ACHARY,PERSON,male,telugu,upper,original,UMAMAHESHWARA ACHARY
N Hathi,PERSON,male,gujarati,initial_lastname,original,N Hathi
Aarav M,PERSON,male,hindi,firstname_initial,original,Aarav M
gi go,PERSON,male,hindi,lower_abbreviated,abbreviated,girish godara
Ngangom,PERSON,male,northeast,firstname_only,original,Ngangom
nbant jn,PERSON,female,bengali,lower_vowel_drop,vowel_drop,nabanita jana
Inderlal Jagat Shah,PERSON,male,jain,three_part,original,Inderlal Jagat Shah
yyazdi pochkhanawala101,PERSON,male,parsi,lower_suffix_noise+char_repeat,suffix_noise+char_repeat,yazdi pochkhanawala
L I Kamilya,PERSON,female,bengali,initials_lastname,original,L I Kamilya
Ganapathi Malaicham.,PERSON,male,tamil,firstname_lastname_truncated_ellipsis,truncated_ellipsis,Ganapathi Malaichamy
K/Pathan,PERSON,female,hindi,initial_lastname_space_replaced,space_replaced,K Pathan
UPI/NRIPEN CHOWDHURY,PERSON,male,bengali,upper_prefix_noise,prefix_noise,NRIPEN CHOWDHURY
O Na,PERSON,male,kannada,initial_lastname_abbreviated,abbreviated,O Nargund
H oBparai,PERSON,female,punjabi,initial_lastname_typo_swap,typo_swap,H Boparai
Kaus P,PERSON,female,rajasthani,firstname_initial_abbreviated,abbreviated,Kaushalya P
Ravindranath Safiya,PERSON,female,malayalam,lastname_firstname,original,Ravindranath Safiya
Nirupama B,PERSON,female,odia,firstname_initial,original,Nirupama B
VALA MURU,PERSON,female,tamil,upper_abbreviated,abbreviated,VALARMATHI MURUGESAN
Maududi Hafeez,PERSON,male,muslim,lastname_firstname,original,Maududi Hafeez
S Saohta,PERSON,female,punjabi,initial_lastname_typo_swap,typo_swap,S Sahota
Bidyarani P-411,PERSON,female,northeast,firstname_initial_suffix_noise,suffix_noise,Bidyarani P
M Daimary,PERSON,female,northeast,initial_lastname,original,M Daimary
TejXXX,PERSON,male,kannada,firstname_only_partial_masked+truncated_ellipsis,partial_masked+truncated_ellipsis,Tejas
Nachattar,PERSON,male,punjabi,firstname_only,original,Nachattar
Kipgen Braham,PERSON,male,northeast,firstname_lastname_typo_swap,typo_swap,Kipgen Brahma
Vahid,PERSON,male,muslim,firstname_only_phonetic_sub,phonetic_sub,Waheed
Jayashri M.,PERSON,female,marathi,firstname_initial_dots_added,dots_added,Jayashri M
GOVD MGREL,PERSON,male,parsi,upper_vowel_drop,vowel_drop,GOVAD MOGRELIA
Nandni,PERSON,female,kannada,firstname_only_char_drop,char_drop,Nandini
P Kandekar,PERSON,male,marathi,initial_lastname_phonetic_sub,phonetic_sub,P Khandekar
Whoir Purva,PERSON,female,marathi,lastname_firstname_phonetic_sub,phonetic_sub,Bhoir Purva
lionel saran,PERSON,male,christian,lower,original,lionel saran
A Grewal,PERSON,female,punjabi,initial_lastname,original,A Grewal
nana sathe,PERSON,male,marathi,lower,original,nana sathe
Nanuram Bisla-3669,PERSON,male,rajasthani,firstname_lastname_suffix_noise,suffix_noise,Nanuram Bisla
D Rao,PERSON,male,telugu,initial_lastname,original,D Rao
SASHANK sALWI,PERSON,male,hindi,upper_phonetic_sub,phonetic_sub,SHASHANK SALVI
Mega,PERSON,female,bengali,firstname_only_char_drop,char_drop,Meghna
raju kondapalli,PERSON,male,telugu,lower,original,raju kondapalli
S Bdo,PERSON,male,northeast,initial_lastname_vowel_drop,vowel_drop,S Bodo
Madan Cyra,PERSON,female,parsi,lastname_firstname,original,Madan Cyra
D Liangmai,PERSON,male,assamese,initial_lastname,original,D Liangmai
Oinamk C,PERSON,male,northeast,firstname_initial_char_insert,char_insert,Oinam C
Nakhuda Naeem,PERSON,male,muslim,lastname_firstname,original,Nakhuda Naeem
Gi,PERSON,female,odia,firstname_only_abbreviated,abbreviated,Gita
UPI/Kaswan Rami,PERSON,female,rajasthani,lastname_firstname_prefix_noise,prefix_noise,Kaswan Rami
C Alagaeppan,PERSON,male,tamil,initial_lastname_char_insert,char_insert,C Alagappan
Nedunchezhiyan U,PERSON,male,tamil,firstname_initial,original,Nedunchezhiyan U
Vashishtha,PERSON,male,hindi,lastname_firstname_first_name_only,first_name_only,Vashishtha Kuldeep
manbai agnihotri,PERSON,female,jain,lower,original,manbai agnihotri
Sarat M,PERSON,male,assamese,firstname_initial,original,Sarat M
aDksha,PERSON,female,hindi,firstname_only_extra_spaces+typo_swap,extra_spaces+typo_swap,Daksha
P T Sasidharan,PERSON,female,malayalam,initials_lastname,original,P T Sasidharan
Sowjanya G,PERSON,female,telugu,firstname_initial,original,Sowjanya G
Batl Lovj,PERSON,male,parsi,lastname_firstname_abbreviated,abbreviated,Batliboi Lovji
ConstanceS,PERSON,female,christian,firstname_initial_no_spaces+phonetic_sub,no_spaces+phonetic_sub,Constance S
kaushal bharwad,PERSON,male,gujarati,lower,original,kaushal bharwad
JoanPanwar,PERSON,female,christian,firstname_lastname_no_spaces,no_spaces,Joan Panwar
SARDARMAL,PERSON,male,rajasthani,upper_first_name_only,first_name_only,SARDARMAL KADIAN
Robin P,PERSON,male,christian,firstname_initial,original,Robin P
suata seal,PERSON,male,bengali,lower_char_drop,char_drop,sukanta seal
S   K   Kathiresan,PERSON,female,tamil,initials_lastname_extra_spaces,extra_spaces,S K Kathiresan
S Bajpai,PERSON,female,hindi,initial_lastname,original,S Bajpai
manohar jangra,PERSON,male,rajasthani,lower,original,manohar jangra
HANSI TNAWAR,PERSON,female,rajasthani,upper_typo_swap,typo_swap,HANSI TANWAR
balagangadhar odancha,PERSON,male,kannada,lower_char_drop,char_drop,balagangadhar kodancha
nagendramogili,PERSON,male,telugu,lower_no_spaces,no_spaces,nagendra mogili
Kakkar   Harjinder,PERSON,male,punjabi,lastname_firstname_extra_spaces,extra_spaces,Kakkar Harjinder
Chandramohan C,PERSON,male,tamil,firstname_initial,original,Chandramohan C
chaitanya mohanty,PERSON,male,odia,lower,original,chaitanya mohanty
Godara Ratanbai,PERSON,female,jain,lastname_firstname,original,Godara Ratanbai
sarathkumar tho...,PERSON,male,malayalam,lower_truncated_ellipsis,truncated_ellipsis,sarathkumar thomas
Rog***,PERSON,male,christian,firstname_initial_partial_masked,partial_masked,Roger B
Tessy Mathews,PERSON,female,malayalam,firstname_lastname,original,Tessy Mathews
Jagdamba V,PERSON,female,rajasthani,firstname_initial,original,Jagdamba V
ekambaram somasundaram,PERSON,male,tamil,lower,original,ekambaram somasundaram
balbir sohi,PERSON,female,punjabi,lower,original,balbir sohi
sum cha,PERSON,female,jain,lower_abbreviated,abbreviated,sumitradevi chandel
VibhaB,PERSON,female,gujarati,firstname_initial_no_spaces,no_spaces,Vibha B
Vaiphei Zhaleo.,PERSON,male,northeast,lastname_firstname_dots_added,dots_added,Vaiphei Zhaleo
Gurnoor-8285,PERSON,male,punjabi,firstname_only_suffix_noise,suffix_noise,Gurnoor
naSKar XXx,PERSON,male,bengali,lastname_firstname_partial_masked+case_noise,partial_masked+case_noise,Naskar Prashanta
ERINA SARLA CHAKMA,PERSON,female,assamese,three_part_upper,original,ERINA SARLA CHAKMA
G Koch,PERSON,male,northeast,initial_lastname,original,G Koch
P Garasiya,PERSON,female,jain,initial_lastname,original,P Garasiya
Nilmani ajhi,PERSON,male,odia,firstname_lastname_char_drop,char_drop,Nilamani Majhi
chtny rn,PERSON,male,telugu,lower_vowel_drop,vowel_drop,chaitanya rani
SHRI Jugal T,PERSON,male,assamese,firstname_initial_prefix_noise,prefix_noise,Jugal T
Karkera Roopa,PERSON,female,kannada,lastname_firstname,original,Karkera Roopa
Inamdar_Kandarp,PERSON,male,gujarati,lastname_firstname_space_replaced,space_replaced,Inamdar Kandarp
NIVEDHA KALYANASUNDARAM,PERSON,female,tamil,upper,original,NIVEDHA KALYANASUNDARAM
sh ma,PERSON,male,hindi,lower_abbreviated,abbreviated,shambhu mallah
BALKAR.PRAKASH.GUJRAL,PERSON,male,punjabi,three_part_upper_space_replaced,space_replaced,BALKAR PRAKASH GUJRAL
jih R,PERSON,male,kannada,firstname_initial_char_drop,char_drop,Ajith R
Sah cEtna,PERSON,female,gujarati,lastname_firstname_phonetic_sub,phonetic_sub,Shah Chetna
K S Jhala,PERSON,female,jain,initials_lastname,original,K S Jhala
Hmant Gvhn,PERSON,male,marathi,firstname_lastname_vowel_drop+phonetic_sub,vowel_drop+phonetic_sub,Hemant Gavhane
CORNELIUS PALANI AC7726,PERSON,male,christian,upper_suffix_noise,suffix_noise,CORNELIUS PALANI
KAILASH AHLAWAT,PERSON,male,rajasthani,upper,original,KAILASH AHLAWAT
Shai..,PERSON,male,gujarati,firstname_only_partial_masked,partial_masked,Shailesh
Afzal Ballahb Baig,PERSON,male,muslim,three_part_typo_swap,typo_swap,Afzal Ballabh Baig
LALCHAND NARAYAN BUNDELA,PERSON,male,rajasthani,three_part_upper,original,LALCHAND NARAYAN BUNDELA
aNju C,PERSON,female,parsi,firstname_initial_typo_swap,typo_swap,Naju C
Chandra,PERSON,female,hindi,lastname_firstname_first_name_only,first_name_only,Chandra Durgi
RtUKAYA MALIK,PERSON,female,muslim,upper_char_insert,char_insert,RUKAYA MALIK
hPuleshwari K,PERSON,female,bengali,firstname_initial_typo_swap,typo_swap,Phuleshwari K
Panesar Harmeet,PERSON,male,punjabi,lastname_firstname,original,Panesar Harmeet
Lignaraju Maniyani.,PERSON,male,kannada,firstname_lastname_dots_added+typo_swap,dots_added+typo_swap,Lingaraju Maniyani
LIJO OUSEPH,PERSON,male,malayalam,upper,original,LIJO OUSEPH
thokch***,PERSON,male,northeast,lower_partial_masked,partial_masked,thokchom ralte
Smt R Dayal,PERSON,male,christian,initial_lastname_prefix_noise,prefix_noise,R Dayal
G Pochkhanawala,PERSON,female,parsi,initial_lastname,original,G Pochkhanawala
D Vela,PERSON,male,marathi,initial_lastname_abbreviated,abbreviated,D Velankar
Harika K,PERSON,female,telugu,firstname_initial,original,Harika K
ERVEEN COMMISARIAT,PERSON,female,parsi,upper_char_drop,char_drop,PERVEEN COMMISSARIAT
A Liangmai,PERSON,female,northeast,initial_lastname,original,A Liangmai
No Kabui,PERSON,female,assamese,initial_lastname_char_insert,char_insert,N Kabui
RUPESH SHEKHAWAT,PERSON,male,jain,upper,original,RUPESH SHEKHAWAT
D Dutta/62,PERSON,female,bengali,initial_lastname_suffix_noise,suffix_noise,D Dutta
S D Sidhu LLY,PERSON,male,punjabi,initials_lastname_suffix_noise,suffix_noise,S D Sidhu
JoelR,PERSON,male,christian,firstname_initial_no_spaces,no_spaces,Joel R
ZARIN,PERSON,male,parsi,upper_first_name_only,first_name_only,ZARIN MAZDA
Bath Amritpa...,PERSON,male,punjabi,lastname_firstname_truncated_ellipsis,truncated_ellipsis,Bath Amritpal
Sundar_Madan_Srinivasan,PERSON,male,tamil,three_part_space_replaced,space_replaced,Sundar Madan Srinivasan
renuka/joshi,PERSON,female,marathi,lower_space_replaced,space_replaced,renuka joshi
uzma zia.,PERSON,female,muslim,lower_dots_added,dots_added,uzma zia
Chandana G,PERSON,female,telugu,firstname_initial,original,Chandana G
H Gajjjar,PERSON,female,jain,initial_lastname_char_repeat,char_repeat,H Gajjar
Kunapuli Govardhan HYY,PERSON,male,telugu,lastname_firstname_suffix_noise,suffix_noise,Kunapuli Govardhan
LINGAMMA***,PERSON,female,kannada,upper_partial_masked,partial_masked,LINGAMMA LAKKUNDI
Hema-L,PERSON,female,tamil,firstname_initial_space_replaced,space_replaced,Hema L
Afreen S,PERSON,female,muslim,firstname_initial,original,Afreen S
Renuka K.,PERSON,female,hindi,firstname_initial_dots_added,dots_added,Renuka K
Khal S,PERSON,male,muslim,firstname_initial_abbreviated,abbreviated,Khalid S
Lak..,PERSON,female,malayalam,lastname_firstname_partial_masked,partial_masked,Lakshmanan Pankaja
Hemanga Whutia,PERSON,male,assamese,firstname_lastname_phonetic_sub,phonetic_sub,Hemanga Bhutia
Sava K,PERSON,male,parsi,firstname_initial_abbreviated,abbreviated,Savak K
A  Subramanian,PERSON,male,tamil,initial_lastname_extra_spaces,extra_spaces,A Subramanian
Guari Rajwade,PERSON,female,hindi,firstname_lastname_typo_swap,typo_swap,Gauri Rajwade
R Rajwade,PERSON,female,hindi,initial_lastname,original,R Rajwade
Bhutia R***,PERSON,female,assamese,lastname_firstname_partial_masked,partial_masked,Bhutia Rima
venkat/kotha,PERSON,male,telugu,lower_space_replaced,space_replaced,venkat kotha
Chopra Miranda-952,PERSON,female,christian,lastname_firstname_suffix_noise,suffix_noise,Chopra Miranda
Deepa    Heroor,PERSON,female,kannada,firstname_lastname_extra_spaces,extra_spaces,Deepa Heroor
CHITT***,PERSON,male,odia,upper_partial_masked,partial_masked,CHITTA SENAPATI
Pallavi/Maan,PERSON,female,punjabi,firstname_lastname_space_replaced,space_replaced,Pallavi Maan
MNRMA SNDR MHTO,PERSON,female,hindi,three_part_upper_vowel_drop,vowel_drop,MANORAMA SUNDRI MAHATO
H JJagdev,PERSON,male,odia,initial_lastname_char_repeat,char_repeat,H Jagdev
kunwar_rangi,PERSON,male,hindi,lower_space_replaced,space_replaced,kunwar rangi
Solomon.P,PERSON,male,christian,firstname_initial_space_replaced,space_replaced,Solomon P
KON. DES.,PERSON,male,marathi,upper_abbreviated+dots_added,abbreviated+dots_added,KONDIBA DESHPANDE
Ganapathy,PERSON,male,christian,firstname_lastname_last_name_only,last_name_only,Felix Ganapathy
himanshu mandava,PERSON,male,telugu,lower,original,himanshu mandava
P Sasmal,PERSON,male,assamese,initial_lastname,original,P Sasmal
Natalie,PERSON,female,christian,firstname_only,original,Natalie
B KKola,PERSON,male,telugu,initial_lastname_char_repeat,char_repeat,B Kola
Sh Gautm,PERSON,male,bengali,lastname_firstname_vowel_drop,vowel_drop,Saha Gautam
P2P-Agustin,PERSON,male,christian,firstname_only_prefix_noise,prefix_noise,Agustin
Nyk Kl,PERSON,female,kannada,lastname_firstname_vowel_drop,vowel_drop,Nayak Kala
H Kamhamati,PERSON,male,telugu,initial_lastname_char_drop,char_drop,H Kambhampati
Ananhta K,PERSON,male,kannada,firstname_initial_typo_swap,typo_swap,Anantha K
UPI-Debajani R,PERSON,female,odia,firstname_initial_prefix_noise,prefix_noise,Debajani R
S braam,PERSON,male,malayalam,initial_lastname_char_drop,char_drop,S Abraham
vimal marathe,PERSON,female,marathi,lower,original,vimal marathe
K Wali,PERSON,male,kannada,initial_lastname,original,K Wali
radha vemula.,PERSON,female,telugu,lower_truncated_ellipsis,truncated_ellipsis,radha vemulapalli
Jafar,PERSON,male,muslim,firstname_only,original,Jafar
daniyalpalampuri,PERSON,male,muslim,lower_no_spaces,no_spaces,daniyal palampuri
Charvi,PERSON,female,hindi,firstname_only,original,Charvi
pranab basu,PERSON,male,assamese,lower,original,pranab basu
BIBI,PERSON,female,muslim,upper_first_name_only,first_name_only,BIBI NIAZI
PHIBAHUN bTIWA,PERSON,female,northeast,upper_char_insert,char_insert,PHIBAHUN TIWA
MThangal,PERSON,female,assamese,initial_lastname_no_spaces,no_spaces,M Thangal
Mrs SHANTHA RAO,PERSON,female,kannada,upper_prefix_noise,prefix_noise,SHANTHA RAO
Harish S,PERSON,male,kannada,firstname_initial,original,Harish S
KohliYuvraj,PERSON,male,punjabi,lastname_firstname_no_spaces,no_spaces,Kohli Yuvraj
A-Kharkongor,PERSON,female,northeast,initial_lastname_space_replaced,space_replaced,A Kharkongor
sumitraevi rathore,PERSON,female,jain,lower_char_drop,char_drop,sumitradevi rathore
UPI-Thakare Rukmini,PERSON,female,marathi,lastname_firstname_prefix_noise,prefix_noise,Thakare Rukmini
david saiin,PERSON,male,christian,lower_typo_swap,typo_swap,david saini
Zay..,PERSON,male,muslim,firstname_only_partial_masked,partial_masked,Zayan
RBhatt,PERSON,male,jain,initial_lastname_no_spaces,no_spaces,R Bhatt
Padhiar Navla,PERSON,male,gujarati,lastname_firstname_typo_swap,typo_swap,Padhiar Naval
Ginw Spen,PERSON,female,parsi,lastname_firstname_abbreviated,abbreviated,Ginwala Spenta
RAC TOM,PERSON,female,hindi,upper_abbreviated,abbreviated,RACHNA TOMAR
Muraledharan Siju,PERSON,male,malayalam,lastname_firstname_double_merge,double_merge,Muraleedharan Siju
A Keer,PERSON,male,marathi,initial_lastname,original,A Keer
Smt Omprakash Bhardwaj,PERSON,male,rajasthani,firstname_lastname_prefix_noise,prefix_noise,Omprakash Bhardwaj
J Matai,PERSON,female,malayalam,initial_lastname_phonetic_sub,phonetic_sub,Z Mathai
LIPIKA   MURMU,PERSON,female,assamese,upper_extra_spaces,extra_spaces,LIPIKA MURMU
HARDYAL MOHAN SAM,PERSON,male,punjabi,three_part_upper_truncated,truncated,HARDYAL MOHAN SAMRA
I-Arumugam,PERSON,female,tamil,initial_lastname_space_replaced,space_replaced,I Arumugam
SHAKUNTALA.,PERSON,female,rajasthani,upper_truncated_ellipsis,truncated_ellipsis,SHAKUNTALA TELI
Zainaba D,PERSON,female,malayalam,firstname_initial,original,Zainaba D
M B...,PERSON,male,bengali,initial_lastname_partial_masked,partial_masked,M Bhar
ANKITA SASMAL,PERSON,female,assamese,upper,original,ANKITA SASMAL
Rni S,PERSON,female,gujarati,firstname_initial_char_drop,char_drop,Rani S
DAMODAR ARAL,PERSON,male,odia,upper_char_drop,char_drop,DAMODAR BARAL
Shri J Sran,PERSON,male,punjabi,initial_lastname_prefix_noise,prefix_noise,J Sran
chandn grsy,PERSON,female,rajasthani,lower_vowel_drop,vowel_drop,chandan garasiya
Gouramangi,PERSON,male,northeast,firstname_only,original,Gouramangi
Shrabani Kundu,PERSON,female,bengali,firstname_lastname,original,Shrabani Kundu
savita bapat,PERSON,female,marathi,lower,original,savita bapat
Bax Dish,PERSON,female,gujarati,lastname_firstname_vowel_drop,vowel_drop,Baxi Disha
