name,label,gender,region,format
davinder bhalla,PERSON,female,punjabi,lower
Purum Keithelakpam,PERSON,male,northeast,lastname_firstname
Jamnaben M,PERSON,female,jain,firstname_initial
Choudhary Parasuram,PERSON,male,telugu,lastname_firstname
nandini yaranal,PERSON,female,kannada,lower
Kishni T,PERSON,female,rajasthani,firstname_initial
Maxwell V,PERSON,male,christian,firstname_initial
Khumanthem H,PERSON,male,northeast,firstname_initial
aishwarya nagarajan,PERSON,female,tamil,lower
B Ghumman,PERSON,male,punjabi,initial_lastname
Tapasya Samantray,PERSON,female,odia,firstname_lastname
ZAHIDA TONKI,PERSON,female,muslim,upper
SENTILA PAITE,PERSON,female,northeast,upper
Kaushalya P,PERSON,female,rajasthani,firstname_initial
Rabha Wahengbam,PERSON,male,northeast,lastname_firstname
SAHELI PARAMANIK,PERSON,female,bengali,upper
K Chattopadhyay,PERSON,male,assamese,initial_lastname
Chandra Durgi,PERSON,female,hindi,lastname_firstname
Godrej Tehmton,PERSON,male,parsi,lastname_firstname
brian poddar,PERSON,male,christian,lower
jameela rehmani,PERSON,female,muslim,lower
Rizvi Sadiq,PERSON,male,muslim,lastname_firstname
Pelia Reetinder,PERSON,female,punjabi,lastname_firstname
Gahane Ojasvi,PERSON,female,hindi,lastname_firstname
Barnali S,PERSON,female,assamese,firstname_initial
Yuvraj Jakhar,PERSON,male,hindi,firstname_lastname
shantilal malik,PERSON,male,jain,lower
Dhapubai V,PERSON,female,rajasthani,firstname_initial
T Behera,PERSON,male,odia,initial_lastname
GITA SARLA KANHAR,PERSON,female,odia,three_part_upper
JOGINDER KHANGURA,PERSON,male,punjabi,upper
Nanasaheb A,PERSON,male,marathi,firstname_initial
Rajasekharan Rajitha,PERSON,female,malayalam,lastname_firstname
kiruthika thevar,PERSON,female,tamil,lower
SARBESWAR ACHARYA,PERSON,male,odia,upper
Parinita Dkhar,PERSON,female,assamese,firstname_lastname
Diljit Bai Bath,PERSON,female,punjabi,three_part
L Sil,PERSON,female,bengali,initial_lastname
Bukhari Naeem,PERSON,male,muslim,lastname_firstname
chandramohan gnanasekaran,PERSON,male,tamil,lower
Hansra Harwinder,PERSON,male,punjabi,lastname_firstname
Chidambaram Sumathi,PERSON,female,tamil,lastname_firstname
naveen sundaram,PERSON,male,tamil,lower
SUNDARLAL SOLANKI,PERSON,male,rajasthani,upper
Edwin A,PERSON,male,christian,firstname_initial
K Sunny,PERSON,female,malayalam,initial_lastname
Arnavaz D,PERSON,male,parsi,firstname_initial
Sebastian Eldho,PERSON,male,malayalam,lastname_firstname
avtar chadha,PERSON,male,punjabi,lower
B Thapa,PERSON,male,assamese,initial_lastname
Chamaraj B,PERSON,male,kannada,firstname_initial
Basanta,PERSON,male,odia,firstname_only
K I Diwan,PERSON,female,jain,initials_lastname
MONALISHA LENKA,PERSON,female,odia,upper
Valunjkar Naina,PERSON,female,marathi,lastname_firstname
durga yadav,PERSON,female,rajasthani,lower
Prabhleen Sohi,PERSON,female,punjabi,firstname_lastname
Udawat Gajendra,PERSON,male,rajasthani,lastname_firstname
B B Ravindranath,PERSON,male,malayalam,initials_lastname
Nilesh S,PERSON,male,marathi,firstname_initial
Khanna Anokhi,PERSON,female,rajasthani,lastname_firstname
Padma P,PERSON,female,kannada,firstname_initial
SASMITA BALA MOHANTY,PERSON,female,odia,three_part_upper
Arka Kotal,PERSON,male,bengali,firstname_lastname
H Kashmiri,PERSON,female,muslim,initial_lastname
Yamuna S,PERSON,female,tamil,firstname_initial
Sodhi Livjot,PERSON,male,punjabi,lastname_firstname
Garo Gitali,PERSON,female,assamese,lastname_firstname
P Nayar,PERSON,female,kannada,initial_lastname
MASOOD AKHTAR,PERSON,male,muslim,upper
Mukesh Limbani,PERSON,male,gujarati,firstname_lastname
RANI THAKARE,PERSON,female,marathi,upper
Khampti Anungla,PERSON,male,northeast,lastname_firstname
G Bag,PERSON,male,odia,initial_lastname
Chintan Hingorani,PERSON,male,gujarati,firstname_lastname
Z Mathai,PERSON,female,malayalam,initial_lastname
thounaojam garo,PERSON,male,northeast,lower
KHETARAM MADAN CHIPPA,PERSON,male,rajasthani,three_part_upper
Omkar M,PERSON,male,marathi,firstname_initial
Subhankar B,PERSON,male,bengali,firstname_initial
Prabhu,PERSON,male,tamil,firstname_only
Shubhada Pagare,PERSON,female,marathi,firstname_lastname
R Suthar,PERSON,female,jain,initial_lastname
Paresh H,PERSON,male,assamese,firstname_initial
Akshay T,PERSON,male,kannada,firstname_initial
LENTHOI RABHA,PERSON,male,northeast,upper
Doshi Priti,PERSON,female,gujarati,lastname_firstname
K Sonkar,PERSON,female,hindi,initial_lastname
P Tanti,PERSON,male,hindi,initial_lastname
Varalakshmi M,PERSON,female,telugu,firstname_initial
Velayutham Imayavaramban,PERSON,male,tamil,lastname_firstname
sumitradevi rathore,PERSON,female,jain,lower
uma prabhu,PERSON,female,kannada,lower
Rodhi Godara,PERSON,female,rajasthani,firstname_lastname
aruna parimi,PERSON,female,telugu,lower
Shaila Oak,PERSON,female,marathi,firstname_lastname
KISHAN DHIR MANN,PERSON,male,hindi,three_part_upper
Chitrangada Jana,PERSON,female,bengali,firstname_lastname
paran samanta,PERSON,male,assamese,lower
jinaya lohar,PERSON,female,jain,lower
Kavitha Kurian,PERSON,female,malayalam,firstname_lastname
PUSHPAK PAREKH,PERSON,male,gujarati,upper
Pushpak Vekariya,PERSON,male,gujarati,firstname_lastname
Abraham T,PERSON,male,christian,firstname_initial
Lalit Kala,PERSON,male,hindi,firstname_lastname
CHONGTHAM KABUI,PERSON,female,northeast,upper
vaidehi karri,PERSON,female,telugu,lower
ankita devasi,PERSON,female,hindi,lower
Nabakishore G,PERSON,male,odia,firstname_initial
Krishnan Ponnamma,PERSON,female,malayalam,lastname_firstname
badri berwa,PERSON,female,rajasthani,lower
Yaqoota Fatima Mehmood,PERSON,female,muslim,three_part
Gagan Kamla Nijjar,PERSON,female,punjabi,three_part
LAXMAN POONIA,PERSON,male,hindi,upper
Sohagi,PERSON,female,bengali,firstname_only
Ramdas Gavhane,PERSON,male,marathi,firstname_lastname
trishala berwa,PERSON,female,hindi,lower
Sil Paresh,PERSON,male,assamese,lastname_firstname
Ivan O,PERSON,male,christian,firstname_initial
Aishwarya B,PERSON,female,tamil,firstname_initial
NANDINI RATURI,PERSON,female,hindi,upper
S P Tandi,PERSON,male,odia,initials_lastname
R Peter,PERSON,male,malayalam,initial_lastname
Maiya Balagangadhar,PERSON,male,kannada,lastname_firstname
Rose Nehra,PERSON,female,christian,firstname_lastname
REMA TARA CHANDRAN,PERSON,female,malayalam,three_part_upper
Rakshith,PERSON,male,telugu,firstname_only
Nanhi Raika,PERSON,female,rajasthani,firstname_lastname
Geetha P,PERSON,female,telugu,firstname_initial
J Tudu,PERSON,female,bengali,initial_lastname
koneenica deb,PERSON,female,bengali,lower
Vipin Pati Luhar,PERSON,male,hindi,three_part
Gajanan,PERSON,male,hindi,firstname_only
Das Dipak,PERSON,male,assamese,lastname_firstname
Bhuvana Raja,PERSON,female,tamil,firstname_lastname
Prabhu Ratan Kalyanasundaram,PERSON,male,tamil,three_part
Palanisamy Subramani,PERSON,male,tamil,lastname_firstname
Manjunath Yaranal,PERSON,male,kannada,firstname_lastname
GOVINDAN RAMASWAMY,PERSON,male,tamil,upper
Panthaki Aspandiar,PERSON,male,parsi,lastname_firstname
Thulasi Kurup,PERSON,female,malayalam,firstname_lastname
Urja W,PERSON,female,rajasthani,firstname_initial
Gumani N,PERSON,female,rajasthani,firstname_initial
D Dasgupta,PERSON,female,bengali,initial_lastname
Chippa Sagar,PERSON,female,rajasthani,lastname_firstname
V Pandey,PERSON,male,gujarati,initial_lastname
Nidhi Adhvaryu,PERSON,female,gujarati,firstname_lastname
R Poonia,PERSON,female,hindi,initial_lastname
roopa adke,PERSON,female,kannada,lower
Purushottam,PERSON,male,telugu,firstname_only
Thakur Madhab,PERSON,male,assamese,lastname_firstname
Bibbi Mina,PERSON,female,rajasthani,firstname_lastname
Waghmare Milind,PERSON,male,marathi,lastname_firstname
Reetinder M,PERSON,female,punjabi,firstname_initial
SATHYAMOORTHY DUTT SUNDARESAN,PERSON,male,tamil,three_part_upper
Madhu Baliga,PERSON,male,kannada,firstname_lastname
Oliver,PERSON,male,christian,firstname_only
Jaseem Xavier,PERSON,male,malayalam,firstname_lastname
NISHANT IDICULA,PERSON,male,malayalam,upper
G Gnanasekaran,PERSON,male,tamil,initial_lastname
MERWAN NOWROJEE,PERSON,male,parsi,upper
swarnchand panwar,PERSON,male,jain,lower
Desmond D,PERSON,male,christian,firstname_initial
Chakraborty Saptami,PERSON,female,bengali,lastname_firstname
PARSHVANATH KANANI,PERSON,male,jain,upper
Yuvraj J,PERSON,male,hindi,firstname_initial
RANJITA DEHURI,PERSON,female,odia,upper
Ambika Gadnayak,PERSON,female,odia,firstname_lastname
Kharat Archana,PERSON,female,marathi,lastname_firstname
Bhaichung R,PERSON,male,northeast,firstname_initial
carol mammen,PERSON,female,christian,lower
Kasturchand D,PERSON,male,jain,firstname_initial
J Mohani,PERSON,female,muslim,initial_lastname
Rajalaxmi R,PERSON,female,odia,firstname_initial
S Ballal,PERSON,female,kannada,initial_lastname
Mahinder Panag,PERSON,male,punjabi,firstname_lastname
ANAHITA VIMALA COOPER,PERSON,female,parsi,three_part_upper
Laiju V,PERSON,male,malayalam,firstname_initial
Inamdar Kandarp,PERSON,male,gujarati,lastname_firstname
Kesar Salvi,PERSON,female,rajasthani,firstname_lastname
Jitendra S,PERSON,male,odia,firstname_initial
Madhabi N,PERSON,female,odia,firstname_initial
Abraham,PERSON,male,christian,firstname_only
mahua chakrabarti,PERSON,female,bengali,lower
Batliwala Adil,PERSON,male,parsi,lastname_firstname
zhaleo vaiphei,PERSON,male,northeast,lower
SURBHI THAKER,PERSON,female,gujarati,upper
SONAL RADHA YADAV,PERSON,female,gujarati,three_part_upper
kalyan rani,PERSON,male,telugu,lower
K Dhakad,PERSON,female,hindi,initial_lastname
gopal wadkar,PERSON,male,marathi,lower
Prachi A,PERSON,female,gujarati,firstname_initial
Sarup Sangha,PERSON,male,punjabi,firstname_lastname
AMISHA SHAH,PERSON,female,gujarati,upper
Rahima,PERSON,female,muslim,firstname_only
Adiga Manjunath,PERSON,male,kannada,lastname_firstname
DHANALAKSHMI KONDAPALLI,PERSON,female,telugu,upper
Isfahani Asma,PERSON,female,muslim,lastname_firstname
Bipin M,PERSON,male,malayalam,firstname_initial
Nanda Laxmidhar,PERSON,male,odia,lastname_firstname
Malabika Hajong,PERSON,female,assamese,firstname_lastname
Indira N,PERSON,female,marathi,firstname_initial
Bhikchand R,PERSON,male,jain,firstname_initial
Bhagwant,PERSON,male,punjabi,firstname_only
Shamsher K,PERSON,female,punjabi,firstname_initial
A Purum,PERSON,male,northeast,initial_lastname
Awasthi Kundan,PERSON,male,jain,lastname_firstname
KRISHNA NARAYAN OVHAL,PERSON,male,marathi,three_part_upper
KRITI MALTI RAJPUROHIT,PERSON,female,hindi,three_part_upper
Karthik U,PERSON,male,kannada,firstname_initial
M Sau,PERSON,female,christian,initial_lastname
Aneesh S,PERSON,male,malayalam,firstname_initial
Loganathan Grace,PERSON,female,christian,lastname_firstname
Rathinavelu Elango,PERSON,male,tamil,lastname_firstname
JETHMAL WALIA,PERSON,male,rajasthani,upper
Pavan Brahma,PERSON,male,telugu,firstname_lastname
Smriti Trivedi,PERSON,female,gujarati,firstname_lastname
Bansal Samri,PERSON,female,rajasthani,lastname_firstname
J Singh,PERSON,male,punjabi,initial_lastname
santhosh indi,PERSON,male,kannada,lower
Palaniswamy Kavitha,PERSON,female,tamil,lastname_firstname
Thakur Yuvraj,PERSON,male,hindi,lastname_firstname
Labh M,PERSON,male,punjabi,firstname_initial
Zarin M,PERSON,male,parsi,firstname_initial
Mruthyunjaya G,PERSON,male,kannada,firstname_initial
Bilgrami Meher,PERSON,female,muslim,lastname_firstname
Sutar Manikrao,PERSON,male,marathi,lastname_firstname
Kartha Harvey,PERSON,male,christian,lastname_firstname
HAZEL REKHA GURUSAMY,PERSON,female,christian,three_part_upper
Udayar Gajendran,PERSON,male,tamil,lastname_firstname
ANAMIKA SARKARIA,PERSON,female,punjabi,upper
Sita P,PERSON,female,hindi,firstname_initial
Daga Ritvik,PERSON,male,hindi,lastname_firstname
A Rathore,PERSON,male,hindi,initial_lastname
Kusuma K,PERSON,female,telugu,firstname_initial
B M Chandran,PERSON,male,christian,initials_lastname
Wanbok B,PERSON,male,northeast,firstname_initial
Elvis,PERSON,male,christian,firstname_only
quentin thangavel,PERSON,male,christian,lower
Virsa R,PERSON,male,punjabi,firstname_initial
Tekale Yamuna,PERSON,female,marathi,lastname_firstname
A Marndi,PERSON,female,odia,initial_lastname
DAMINI BARAI,PERSON,female,hindi,upper
sharada kodancha,PERSON,female,kannada,lower
Sansi Rachna,PERSON,female,hindi,lastname_firstname
R K Riar,PERSON,female,punjabi,initials_lastname
SARDARA LIDDAR,PERSON,male,punjabi,upper
Tehmton Dhir Fatakia,PERSON,male,parsi,three_part
Sarpotdar Shankar,PERSON,male,marathi,lastname_firstname
Achuthan Sabu,PERSON,male,malayalam,lastname_firstname
Purohit Shakuntala,PERSON,female,rajasthani,lastname_firstname
LAKHI PRAMANIK,PERSON,male,assamese,upper
Achary Akhila,PERSON,female,telugu,lastname_firstname
utpal rajak,PERSON,male,assamese,lower
O Garo,PERSON,male,northeast,initial_lastname
Kishor,PERSON,male,marathi,firstname_only
Oommen Wahab,PERSON,male,malayalam,lastname_firstname
Ahire Bhagyashree,PERSON,female,marathi,lastname_firstname
Lokesh G,PERSON,male,kannada,firstname_initial
Piloo G,PERSON,female,parsi,firstname_initial
Mynampati Raghuram,PERSON,male,telugu,lastname_firstname
Tomar Lucky,PERSON,male,hindi,lastname_firstname
T Wadkar,PERSON,male,marathi,initial_lastname
Parshvanath L,PERSON,male,jain,firstname_initial
Loganathan Udhay,PERSON,male,tamil,lastname_firstname
ASHOKA ACHARYA,PERSON,male,kannada,upper
O Gahane,PERSON,female,hindi,initial_lastname
N Batliwala,PERSON,male,parsi,initial_lastname
Bina R,PERSON,female,gujarati,firstname_initial
B Garo,PERSON,male,assamese,initial_lastname
Kamilya Soumyajit,PERSON,male,bengali,lastname_firstname
Hanuman V,PERSON,male,rajasthani,firstname_initial
Nirupama D,PERSON,female,jain,firstname_initial
Bijayashree S,PERSON,female,assamese,firstname_initial
Prerana S,PERSON,female,marathi,firstname_initial
Tribikram,PERSON,male,odia,firstname_only
Jothika,PERSON,female,tamil,firstname_only
RAJESHWARI RAGHAVENDRA,PERSON,female,telugu,upper
REKHA PUSHPA KASWAN,PERSON,female,hindi,three_part_upper
Kasturchand K,PERSON,male,jain,firstname_initial
Radha Kanani,PERSON,female,gujarati,firstname_lastname
KARNAIL SAHOTA,PERSON,male,punjabi,upper
Katrak Tenaz,PERSON,female,parsi,lastname_firstname
Pinky Devi Verma,PERSON,female,hindi,three_part
dinkar kakani,PERSON,male,telugu,lower
KARTHIK VENKATARAMAN,PERSON,male,tamil,upper
Lokesh Brij Nadar,PERSON,male,tamil,three_part
Dharmendra Vibhuti,PERSON,male,kannada,firstname_lastname
anvi kol,PERSON,female,hindi,lower
Baldev Sunder Rathore,PERSON,male,rajasthani,three_part
Pinaki B,PERSON,male,bengali,firstname_initial
Gitali Anal,PERSON,female,assamese,firstname_lastname
M Sagathia,PERSON,male,gujarati,initial_lastname
M Goswami,PERSON,male,rajasthani,initial_lastname
Harshada,PERSON,female,marathi,firstname_only
anitha majeti,PERSON,female,telugu,lower
Jamal M,PERSON,male,muslim,firstname_initial
Swapna Kotian,PERSON,female,kannada,firstname_lastname
Lukose Ammu,PERSON,female,malayalam,lastname_firstname
L Swamy,PERSON,male,telugu,initial_lastname
Rajat,PERSON,male,hindi,firstname_only
JOGESH PAITE,PERSON,male,assamese,upper
kantilal naik,PERSON,male,jain,lower
pranab bose,PERSON,male,bengali,lower
kartik bhattacharya,PERSON,male,bengali,lower
Polly Singha,PERSON,female,assamese,firstname_lastname
N Uppal,PERSON,male,punjabi,initial_lastname
Daruwala Bapsy,PERSON,female,parsi,lastname_firstname
Majid Mohani,PERSON,male,muslim,firstname_lastname
anjana palai,PERSON,female,odia,lower
S Mathai,PERSON,male,malayalam,initial_lastname
Mohini Marathe,PERSON,female,marathi,firstname_lastname
Avanti,PERSON,female,marathi,firstname_only
SHILPA HEGDE,PERSON,female,kannada,upper
Yuvika K,PERSON,female,hindi,firstname_initial
PRARTHANA BASU,PERSON,female,bengali,upper
Anbazhagan Valarmathi,PERSON,female,tamil,lastname_firstname
AISWARYA EASWARAN,PERSON,female,malayalam,upper
Chacko Zainaba,PERSON,female,malayalam,lastname_firstname
ahalya kunapuli,PERSON,female,telugu,lower
Subramanian Anbu,PERSON,male,tamil,lastname_firstname
VIDYA KAMBLE,PERSON,female,marathi,upper
L Damle,PERSON,female,marathi,initial_lastname
sudha jayachandran,PERSON,female,malayalam,lower
nandini karkera,PERSON,female,kannada,lower
T Lama,PERSON,female,northeast,initial_lastname
LAKSHMIKANTHAN RAJENDRAN,PERSON,male,tamil,upper
WANBOK BIATE,PERSON,male,northeast,upper
H B Sherwani,PERSON,male,muslim,initials_lastname
Kipgen Shyam,PERSON,male,northeast,lastname_firstname
Yohannan N,PERSON,male,malayalam,firstname_initial
Sampatlal,PERSON,male,rajasthani,firstname_only
Choti,PERSON,female,rajasthani,firstname_only
Jagjeet,PERSON,male,punjabi,firstname_only
Ursula,PERSON,female,christian,firstname_only
Neela P,PERSON,female,gujarati,firstname_initial
ananta subba,PERSON,male,assamese,lower
Apparao Surekha,PERSON,female,telugu,lastname_firstname
khumukcham thangal,PERSON,male,northeast,lower
nivedita saha,PERSON,female,bengali,lower
Nagori Divyesh,PERSON,male,gujarati,lastname_firstname
PUJA JHODIA,PERSON,female,odia,upper
Minocherhomji Behroz,PERSON,female,parsi,lastname_firstname
Govind Lal Walia,PERSON,male,hindi,three_part
Karunambigai Devarajan,PERSON,female,tamil,firstname_lastname
Basanta S,PERSON,male,odia,firstname_initial
Tripathi Prithviraj,PERSON,male,jain,lastname_firstname
bobita bhutia,PERSON,female,assamese,lower
Veeramma T,PERSON,female,kannada,firstname_initial
Boman Jal,PERSON,male,parsi,firstname_lastname
Tessy Mathews,PERSON,female,malayalam,firstname_lastname
C Chaudhary,PERSON,male,jain,initial_lastname
HANSI TANWAR,PERSON,female,rajasthani,upper
Bharwad Devang,PERSON,male,gujarati,lastname_firstname
Purvi H,PERSON,female,gujarati,firstname_initial
SAAD GAZIPUR,PERSON,male,muslim,upper
AKSHAY BYAHATTI,PERSON,male,kannada,upper
Manpreet,PERSON,male,punjabi,firstname_only
R Awasthi,PERSON,male,rajasthani,initial_lastname
Elina P,PERSON,female,northeast,firstname_initial
Maneck P,PERSON,male,parsi,firstname_initial
rami sethi,PERSON,female,rajasthani,lower
BHUSHAN INGALE,PERSON,male,marathi,upper
Gordhan,PERSON,male,rajasthani,firstname_only
deepu lal,PERSON,male,christian,lower
A Karunakaran,PERSON,male,malayalam,initial_lastname
Gokulnath,PERSON,male,tamil,firstname_only
B Bist,PERSON,female,rajasthani,initial_lastname
Ashwin M,PERSON,male,tamil,firstname_initial
keyur soni,PERSON,male,gujarati,lower
Kuppamal D,PERSON,female,tamil,firstname_initial
SHANTHI LAKSHMI,PERSON,female,tamil,upper
H Yerraguntla,PERSON,female,telugu,initial_lastname
Basu Prarthana,PERSON,female,bengali,lastname_firstname
Zubin,PERSON,male,parsi,firstname_only
Chhetri Deben,PERSON,male,assamese,lastname_firstname
Sridhar,PERSON,male,tamil,firstname_only
Krishnaveni R,PERSON,female,telugu,firstname_initial
Shreya C,PERSON,female,gujarati,firstname_initial
R Kotwal,PERSON,female,parsi,initial_lastname
TEJAL MEVAWALA,PERSON,female,gujarati,upper
NAYANA UPADHYAY,PERSON,female,gujarati,upper
Jafar,PERSON,male,muslim,firstname_only
Harishchandra Kadam,PERSON,male,marathi,firstname_lastname
Delna A,PERSON,female,parsi,firstname_initial
Gaurav Lama,PERSON,male,assamese,firstname_lastname
