name,label,category,source,augmentation
Radhey Gas Agency,MERCHANT,fuel,local_pattern,original
Natarajan Readyma,MERCHANT,clothing,local_pattern,augmented
Suns Hair Stud,MERCHANT,salon,local_pattern,augmented
Pearl Furnishing,MERCHANT,furniture,local_pattern,original
Deshmukh Auto Parts,MERCHANT,auto,local_pattern,original
Jai Ambey V..,MERCHANT,education,local_pattern,augmented
Pndurang Texiles,MERCHANT,clothing,local_pattern,augmented
Pavitr Tor & Travels,MERCHANT,travel,local_pattern,augmented
Budget  Kitchen,MERCHANT,restaurant,local_pattern,augmented
Namo LPG Gas,MERCHANT,fuel,local_pattern,original
Radha Public School,MERCHANT,education,local_pattern,original
Allied Depot,MERCHANT,local_shop,local_pattern,original
UPI-Firdaus Xerox,MERCHANT,stationery,local_pattern,augmented
EatFit,MERCHANT,food_delivery,real_brand,original
UPI-Cho Rea Gar,MERCHANT,clothing,local_pattern,augmented
SubramanianTravels,MERCHANT,travel,local_pattern,augmented
BioTech,MERCHANT,electronics,local_pattern,augmented
Gauri Mini Mart,MERCHANT,local_shop,local_pattern,original
Ghosh Depot,MERCHANT,local_shop,local_pattern,original
Shoe Palace,MERCHANT,local_shop,desi_pattern,original
Jai Hanuman Gems,MERCHANT,jewellery,local_pattern,original
Shirdi Sai Sanitary,MERCHANT,hardware,local_pattern,original
Bha,MERCHANT,clothing,local_pattern,augmented
pUSHp..,MERCHANT,restaurant,local_pattern,augmented
Madina aFst Food,MERCHANT,restaurant,local_pattern,augmented
Negi Book Hou,MERCHANT,stationery,local_pattern,augmented
Mhoit Home Decor,MERCHANT,furniture,local_pattern,augmented
Baba Cloth House,MERCHANT,clothing,local_pattern,original
Haji Hospital/94,MERCHANT,medical,local_pattern,augmented
IMPS-Noor V...,MERCHANT,education,local_pattern,augmented
Malik  Petroleum,MERCHANT,fuel,local_pattern,augmented
Cheeam Electricals,MERCHANT,hardware,local_pattern,augmented
Bo He Be,MERCHANT,salon,local_pattern,augmented
Tirupati Associ,MERCHANT,local_shop,local_pattern,augmented
Pai Shoe Corner-7130,MERCHANT,local_shop,desi_pattern,augmented
NEFT-Kothari Doodh Corner,MERCHANT,local_shop,desi_pattern,augmented
Qureshi  Medical  Agency,MERCHANT,medical,local_pattern,augmented
Hamara Tax Consultant,MERCHANT,professional,local_pattern,original
Sonu Fuel Station,MERCHANT,fuel,local_pattern,original
TusharAquarium,MERCHANT,local_shop,local_pattern,augmented
Pioneer Sanitary Ware,MERCHANT,hardware,local_pattern,original
Agarwal Kirana,MERCHANT,local_shop,local_pattern,original
P2P-Jai Durga Book Store,MERCHANT,stationery,local_pattern,augmented
UPI/Al Kabir Sofa House,MERCHANT,furniture,local_pattern,augmented
IMPS-Gupta Laptop Wala,MERCHANT,local_shop,desi_pattern,augmented
Tripathi Fam...,MERCHANT,restaurant,local_pattern,augmented
Sri Boo Hous,MERCHANT,stationery,local_pattern,augmented
Royal Consulthants,MERCHANT,professional,local_pattern,augmented
JaiPlumbing,MERCHANT,hardware,local_pattern,augmented
Soi Medicl Store,MERCHANT,medical,local_pattern,augmented
Uniqlo-9577,MERCHANT,fashion,real_brand,augmented
Durga Hair Studio/99,MERCHANT,salon,local_pattern,augmented
Al Noor Makeover Studio,MERCHANT,salon,local_pattern,original
Faiz Curttains,MERCHANT,furniture,local_pattern,augmented
PearlCoachingClasses,MERCHANT,education,local_pattern,augmented
BiSmillah sCCHool,MERCHANT,education,local_pattern,augmented
Bharat ...,MERCHANT,restaurant,local_pattern,augmented
ShriBalajiExpress,MERCHANT,travel,local_pattern,augmented
Bedi Courier Servvice,MERCHANT,travel,local_pattern,augmented
Nata Trad,MERCHANT,local_shop,local_pattern,augmented
Deshmukh Gadegts,MERCHANT,electronics,local_pattern,augmented
Ahmed Tailor...,MERCHANT,clothing,local_pattern,augmented
Srma Co,MERCHANT,local_shop,local_pattern,augmented
Sethji Acdaemy,MERCHANT,education,local_pattern,augmented
Rastogi Book Store,MERCHANT,stationery,local_pattern,original
Surya Associaets,MERCHANT,local_shop,local_pattern,augmented
TripathiHardware,MERCHANT,hardware,local_pattern,augmented
IMPS-Vitthal Restaurant,MERCHANT,restaurant,local_pattern,augmented
Shah_Mithai_Corner,MERCHANT,local_shop,desi_pattern,augmented
Opal Pharmacy,MERCHANT,medical,local_pattern,original
Online-Fuel-Station,MERCHANT,fuel,local_pattern,augmented
RandhawaBakery,MERCHANT,restaurant,local_pattern,augmented
Gopal Spare Parts,MERCHANT,auto,local_pattern,original
Bedi/Workshop,MERCHANT,auto,local_pattern,augmented
Shetty Eye Clinci,MERCHANT,medical,local_pattern,augmented
Barkat Photo Studiqo,MERCHANT,stationery,local_pattern,augmented
Siddiqui...,MERCHANT,travel,local_pattern,augmented
Das Phool...,MERCHANT,local_shop,desi_pattern,augmented
Rinku Hmoe Decor,MERCHANT,furniture,local_pattern,augmented
Salam ...,MERCHANT,auto,local_pattern,augmented
UPI-Cashfree,MERCHANT,fintech,real_brand,augmented
Guru_Auto_Parts,MERCHANT,auto,local_pattern,augmented
Sureosh Petroleum,MERCHANT,fuel,local_pattern,augmented
Pandey Auto-851,MERCHANT,auto,local_pattern,augmented
Sanjay & Associates,MERCHANT,professional,local_pattern,original
Golden Public School597,MERCHANT,education,local_pattern,augmented
Sheikh Advisory-7974,MERCHANT,professional,local_pattern,augmented
Om Coaching Clas,MERCHANT,education,local_pattern,augmented
Se To,MERCHANT,travel,local_pattern,augmented
Mohit Architects,MERCHANT,professional,local_pattern,original
Pear Digi Stud,MERCHANT,stationery,local_pattern,augmented
Amit Tailors,MERCHANT,clothing,local_pattern,original
Bhai/Bridal/Studio,MERCHANT,salon,local_pattern,augmented
Al Amseen Diamond619,MERCHANT,jewellery,local_pattern,augmented
Jai Hanuman Departmental Store,MERCHANT,local_shop,local_pattern,original
aDttatreya Garage,MERCHANT,auto,local_pattern,augmented
Sabka Courier Servic,MERCHANT,travel,local_pattern,augmented
Sharma Cycle Wa,MERCHANT,local_shop,desi_pattern,augmented
Eco Petroleum,MERCHANT,fuel,local_pattern,original
Tiwari   Ki   Dukan,MERCHANT,local_shop,desi_pattern,augmented
Central   Centre,MERCHANT,local_shop,local_pattern,augmented
VaishnoElectronics,MERCHANT,electronics,local_pattern,augmented
Kale Tax Consultant UTZ,MERCHANT,professional,local_pattern,augmented
Joshi Provision Store,MERCHANT,local_shop,local_pattern,original
Green Elect.,MERCHANT,electronics,local_pattern,augmented
ParmarBiryaniPalace,MERCHANT,local_shop,desi_pattern,augmented
Sheikh  Saree  Emporium,MERCHANT,clothing,local_pattern,augmented
BhosaleMotors,MERCHANT,auto,local_pattern,augmented
Th Aq,MERCHANT,local_shop,local_pattern,augmented
Dwivedi Depot,MERCHANT,local_shop,local_pattern,original
Grace Cloth Store,MERCHANT,clothing,local_pattern,original
Babu   Gas   Agency,MERCHANT,fuel,local_pattern,augmented
Al Huda Indu...,MERCHANT,local_shop,local_pattern,augmented
Sunrise/Saree/Emporium,MERCHANT,clothing,local_pattern,augmented
Pandey Ka Store,MERCHANT,local_shop,desi_pattern,original
Bhavani Moto,MERCHANT,auto,local_pattern,augmented
Progress Photo Studoi,MERCHANT,stationery,local_pattern,augmented
Verma Juice World,MERCHANT,local_shop,desi_pattern,original
PAY-Anil Ka Store,MERCHANT,local_shop,desi_pattern,augmented
Sahoo_Interiors,MERCHANT,furniture,local_pattern,augmented
DeshmukhArchitects,MERCHANT,professional,local_pattern,augmented
Bu Ki,MERCHANT,food_delivery,real_brand,augmented
Standard AC Sevrice,MERCHANT,electronics,local_pattern,augmented
Bajrang Vaishno hDaba,MERCHANT,restaurant,local_pattern,augmented
Kavita Traansport,MERCHANT,travel,local_pattern,augmented
Al Madina Juaice Centre,MERCHANT,restaurant,local_pattern,augmented
DineshCurtains,MERCHANT,furniture,local_pattern,augmented
Maahadev Solutions,MERCHANT,professional,local_pattern,augmented
Moonlight  Petroleum,MERCHANT,fuel,local_pattern,augmented
Shett Tailos,MERCHANT,clothing,local_pattern,augmented
Brahma CNG Station,MERCHANT,fuel,local_pattern,original
Chandra Pathologyd Lab,MERCHANT,medical,local_pattern,augmented
Express Unisex Salon,MERCHANT,salon,local_pattern,original
Jai Lkshi Tourism,MERCHANT,travel,local_pattern,augmented
Nikhil Sanck Bar,MERCHANT,restaurant,local_pattern,augmented
Modi Pianeer World,MERCHANT,local_shop,desi_pattern,augmented
Vaishno LPG Gas-7921,MERCHANT,fuel,local_pattern,augmented
Rakesh Dry Cleaners171,MERCHANT,local_shop,local_pattern,augmented
Sarkar Mobile Point,MERCHANT,electronics,local_pattern,original
Solanik Boutique,MERCHANT,clothing,local_pattern,augmented
Rastogi Service Station,MERCHANT,fuel,local_pattern,original
Yadav Stationesr,MERCHANT,stationery,local_pattern,augmented
Sapphire Home Dceor,MERCHANT,furniture,local_pattern,augmented
Santoshi Sanitary Ware,MERCHANT,hardware,local_pattern,original
Faith Pet Sohp,MERCHANT,local_shop,local_pattern,augmented
Rahul Xerox,MERCHANT,stationery,local_pattern,original
Sahab   CA   Firm,MERCHANT,professional,local_pattern,augmented
Kamath_Xerox,MERCHANT,stationery,local_pattern,augmented
Radha   Telecom,MERCHANT,electronics,local_pattern,augmented
Pilla..,MERCHANT,jewellery,local_pattern,augmented
Momos Point,MERCHANT,local_shop,desi_pattern,original
DubeyTyres,MERCHANT,auto,local_pattern,augmented
Mega Ayurvedi..,MERCHANT,medical,local_pattern,augmented
Popular Silk House,MERCHANT,clothing,local_pattern,original
Haji oMbiles,MERCHANT,electronics,local_pattern,augmented
Nana hCaat Palace,MERCHANT,local_shop,desi_pattern,augmented
ParmarLegalServices,MERCHANT,professional,local_pattern,augmented
NEFT-Chettiar Tikka Point,MERCHANT,local_shop,desi_pattern,augmented
Sonu Tailor,MERCHANT,clothing,local_pattern,original
Ram ***,MERCHANT,restaurant,local_pattern,augmented
Impe Dail Need,MERCHANT,local_shop,local_pattern,augmented
Patil Meidca,MERCHANT,medical,local_pattern,augmented
Lakshmi Sweet House,MERCHANT,restaurant,local_pattern,original
Gupta Photo Studio,MERCHANT,stationery,local_pattern,original
Hindustan Biryani Corner,MERCHANT,restaurant,local_pattern,original
Sing Clin,MERCHANT,medical,local_pattern,augmented
Alllied Kitchen,MERCHANT,restaurant,local_pattern,augmented
Sigh Learning entre,MERCHANT,education,local_pattern,augmented
Pawar Mobile SShop,MERCHANT,electronics,local_pattern,augmented
Shri Sai Motors,MERCHANT,auto,local_pattern,original
Miz Photo Lab,MERCHANT,stationery,local_pattern,augmented
Gupta Confec...,MERCHANT,restaurant,local_pattern,augmented
Chandra  Fashion,MERCHANT,clothing,local_pattern,augmented
Pant-Bullion,MERCHANT,jewellery,local_pattern,augmented
Luucky Courier Service,MERCHANT,travel,local_pattern,augmented
Mahaelakshmi Plumbing,MERCHANT,hardware,local_pattern,augmented
Silvler Co,MERCHANT,local_shop,local_pattern,augmented
Gopal Travels,MERCHANT,travel,local_pattern,original
Bajrang   Confectionery,MERCHANT,restaurant,local_pattern,augmented
Dvei Travels,MERCHANT,travel,local_pattern,augmented
aMhalakshmi Law Firm,MERCHANT,professional,local_pattern,augmented
oshi Juice Cenre,MERCHANT,restaurant,local_pattern,augmented
Dwivedi Chai Point-0405,MERCHANT,restaurant,local_pattern,augmented
Al Amee...,MERCHANT,local_shop,local_pattern,augmented
Dosh Clas,MERCHANT,education,local_pattern,augmented
Laji Phol King,MERCHANT,local_shop,desi_pattern,augmented
Choice Tailo.,MERCHANT,clothing,local_pattern,augmented
Sh Ba Ex,MERCHANT,travel,local_pattern,augmented
Tandno Institute,MERCHANT,education,local_pattern,augmented
Ajay Hardware Store/59,MERCHANT,hardware,local_pattern,augmented
IMPS-Speed Confectionery,MERCHANT,restaurant,local_pattern,augmented
P2P-Hindustan Tailor,MERCHANT,clothing,local_pattern,augmented
Watch  Zone  ILV,MERCHANT,local_shop,desi_pattern,augmented
Rahul Silk House469,MERCHANT,clothing,local_pattern,augmented
Bismillah Surigcal,MERCHANT,medical,local_pattern,augmented
Venkateswara Travels,MERCHANT,travel,local_pattern,original
UPI-Ranganath & Associates,MERCHANT,professional,local_pattern,augmented
UPI-Pink Timber,MERCHANT,hardware,local_pattern,augmented
Ansari Gift H...,MERCHANT,local_shop,local_pattern,augmented
Emerald_Restaurant,MERCHANT,restaurant,local_pattern,augmented
Doshi Paints/11,MERCHANT,hardware,local_pattern,augmented
IMPS-Kavita Food Corner,MERCHANT,restaurant,local_pattern,augmented
Gho Tax Con,MERCHANT,professional,local_pattern,augmented
Patil Fuel Statino,MERCHANT,fuel,local_pattern,augmented
Siddiqui Sannitary Ware,MERCHANT,hardware,local_pattern,augmented
Solanki Sofa,MERCHANT,furniture,local_pattern,augmented
Mirza Beauty P,MERCHANT,salon,local_pattern,augmented
Rehman Plumbnig,MERCHANT,hardware,local_pattern,augmented
Shri Hari Digi Stud,MERCHANT,stationery,local_pattern,augmented
Natarajan Grocery Store,MERCHANT,local_shop,local_pattern,original
RawatEnterprises,MERCHANT,local_shop,local_pattern,augmented
Sarkar   Ortho   Clinic,MERCHANT,medical,local_pattern,augmented
Manoj Diagnostics,MERCHANT,medical,local_pattern,original
Super Gold & Silver,MERCHANT,jewellery,local_pattern,original
Shri Krishn Asociates,MERCHANT,local_shop,local_pattern,augmented
Gulf/Oil,MERCHANT,fuel_auto,real_brand,augmented
ChoiceCargo,MERCHANT,travel,local_pattern,augmented
Pappu Goolgappa Palace,MERCHANT,local_shop,desi_pattern,augmented
Natural/Courier,MERCHANT,travel,local_pattern,augmented
Ansari Cloth Hou,MERCHANT,clothing,local_pattern,augmented
Shetty Sofa Hxouse,MERCHANT,furniture,local_pattern,augmented
Sant Furniture House FKK,MERCHANT,furniture,local_pattern,augmented
Negi Pohto Lab,MERCHANT,stationery,local_pattern,augmented
Venkateswara Go,MERCHANT,jewellery,local_pattern,augmented
NatarajanKapdaPalace,MERCHANT,local_shop,desi_pattern,augmented
Jai Shiv Xerox & Printing,MERCHANT,stationery,local_pattern,original
Rekha Tyres,MERCHANT,auto,local_pattern,original
Pandurang.Paint.House,MERCHANT,hardware,local_pattern,augmented
Sabka Precious,MERCHANT,jewellery,local_pattern,original
Mecca Nursing Home,MERCHANT,medical,local_pattern,original
Srivastava Gas Agen,MERCHANT,fuel,local_pattern,augmented
UPI-Om Boutique,MERCHANT,clothing,local_pattern,augmented
Reliance Fre..,MERCHANT,grocery_retail,real_brand,augmented
uSbham Spa,MERCHANT,salon,local_pattern,augmented
Amit Brotheers,MERCHANT,local_shop,local_pattern,augmented
Venkateswara.Car.Wash,MERCHANT,auto,local_pattern,augmented
Brahma Yoga Cenrte,MERCHANT,local_shop,local_pattern,augmented
Arora CA Firm-8354,MERCHANT,professional,local_pattern,augmented
Eco Works/27,MERCHANT,local_shop,local_pattern,augmented
Gupta...,MERCHANT,medical,local_pattern,augmented
Platinum Private Limited,MERCHANT,local_shop,local_pattern,original
City CA Firm,MERCHANT,professional,local_pattern,original
Pati Home Deco,MERCHANT,furniture,local_pattern,augmented
Jain Printing Press,MERCHANT,stationery,local_pattern,original
Rohit Cycle Store,MERCHANT,auto,local_pattern,original
Sgilver IT Solutions,MERCHANT,electronics,local_pattern,augmented
Saxena Laundry,MERCHANT,local_shop,local_pattern,original
San...,MERCHANT,electronics,local_pattern,augmented
Chandra   Photo   Lab,MERCHANT,stationery,local_pattern,augmented
Roll-Hub,MERCHANT,local_shop,desi_pattern,augmented
Va Ma,MERCHANT,local_shop,local_pattern,augmented
Al Ameen Saree House,MERCHANT,clothing,local_pattern,original
NEFT-Jubilant Foodworks Ltd,MERCHANT,corporate,legal_entity,augmented
Tiwari   Precious,MERCHANT,jewellery,local_pattern,augmented
Dubeyy Diamond,MERCHANT,jewellery,local_pattern,augmented
Chaturvedi Paint...,MERCHANT,hardware,local_pattern,augmented
Al Ameen Travels,MERCHANT,travel,local_pattern,original
Sahoo Motro Parts,MERCHANT,auto,local_pattern,augmented
Nayak Adviosry,MERCHANT,professional,local_pattern,augmented
Kul Hai Stu,MERCHANT,salon,local_pattern,augmented
Bismillah  Beauty  Parlour,MERCHANT,salon,local_pattern,augmented
Perfect Paint House,MERCHANT,hardware,local_pattern,original
Rad Vid Man,MERCHANT,education,local_pattern,augmented
Gaikwad Communication,MERCHANT,electronics,local_pattern,original
UPI-Tushar Ka Shop,MERCHANT,local_shop,desi_pattern,augmented
Maa Saraswati Pet.,MERCHANT,fuel,local_pattern,augmented
Munn Gems,MERCHANT,jewellery,local_pattern,augmented
Shri Sai Fabrics-6611,MERCHANT,clothing,local_pattern,augmented
Manoj Hardawre Store,MERCHANT,hardware,local_pattern,augmented
Bank***,MERCHANT,banking,real_brand,augmented
Sappire Family Restauant,MERCHANT,restaurant,local_pattern,augmented
Silver Courier578,MERCHANT,travel,local_pattern,augmented
ShahReadymadeGarments,MERCHANT,clothing,local_pattern,augmented
Mni Hardware tore,MERCHANT,hardware,local_pattern,augmented
Mondal Depot,MERCHANT,local_shop,local_pattern,original
Bisht Hair Studio PXT,MERCHANT,salon,local_pattern,augmented
Anci Mobi,MERCHANT,electronics,local_pattern,augmented
Thakur Architects,MERCHANT,professional,local_pattern,original
Mondal Hair Stud,MERCHANT,salon,local_pattern,augmented
Pandit  Fitness,MERCHANT,local_shop,local_pattern,augmented
Mecca Sweet Housse,MERCHANT,restaurant,local_pattern,augmented
Diamond Gems,MERCHANT,jewellery,local_pattern,original
Mukesh Vtra Bhandar,MERCHANT,clothing,local_pattern,augmented
Allied Gems,MERCHANT,jewellery,local_pattern,original
Fast Saree Em,MERCHANT,clothing,local_pattern,augmented
Mangalam Classes100,MERCHANT,education,local_pattern,augmented
Shaankar Medicals,MERCHANT,medical,local_pattern,augmented
Jai Shr Ram Foo Poi,MERCHANT,restaurant,local_pattern,augmented
Vaghela  Electricals,MERCHANT,hardware,local_pattern,augmented
Negi Sttioery,MERCHANT,stationery,local_pattern,augmented
Santoshi Transport/94,MERCHANT,travel,local_pattern,augmented
Ahmed Auto,MERCHANT,auto,local_pattern,original
Mohanty Paints,MERCHANT,hardware,local_pattern,original
Sanjay Ref..,MERCHANT,electronics,local_pattern,augmented
Dattatreya A,MERCHANT,auto,local_pattern,augmented
Dr aLl Path Labs,MERCHANT,healthcare,real_brand,augmented
Verma LPG Gas,MERCHANT,fuel,local_pattern,original
Sonu Hardware Stor...,MERCHANT,hardware,local_pattern,augmented
SunitaSteel,MERCHANT,hardware,local_pattern,augmented
Ruby Sanitary Ware/93,MERCHANT,hardware,local_pattern,augmented
Shri Balaj... QQG,MERCHANT,auto,local_pattern,augmented
Anand Traidng Co,MERCHANT,local_shop,local_pattern,augmented
Super Photo Lab,MERCHANT,stationery,local_pattern,original
NEFT-Desai Workshop,MERCHANT,auto,local_pattern,augmented
Guddu Interior,MERCHANT,professional,local_pattern,original
Pillai   Classes,MERCHANT,education,local_pattern,augmented
